fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Mark Choinski,1995-10-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,13,2643,2643,2827,2025-06-07,L - MarQuel Mederos,2025-06-07,L - MarQuel Mederos,NA,NA
Marc-Andre Barriault,1990-02-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,NA,16,NA,16,16,17,6,3 KO 1 Sub 2 Dec,10,3 KO 1 Sub 6 Dec,-2,2,4,6.4,2641,2918,2768,2019-05-04,L - Andrew Sanchez,2026-02-07,L - Michal Oleksiejczuk,NA,NA
Jesus Aguilar,1996-03-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,flyweight,16,NA,16,NA,16,16,7,4,1 KO 1 Sub 2 Dec,3,0 KO 1 Sub 2 Dec,-1,3,0,10,2640,2760,2643,2023-02-04,L - Tatsuro Taira,2026-03-07,L - Sumudaerji,2026-05-30,Rei Tsuruya
Jamie Mullarkey,1994-08-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,lightweight,16,NA,16,NA,16,16,13,6,2 KO 0 Sub 4 Dec,7,4 KO 1 Sub 2 Dec,-1,2,3,7.4,2640,2773,2694,2019-10-05,L - Brad Riddell,2026-02-01,L - Quillan Salkilld,NA,NA
Julius Walker,1999-07-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-1,1,1,6,2640,2672,2789,2025-02-22,L - Alonzo Menifield,2026-02-07,L - Dustin Jacoby,2026-06-27,Abdul Rakhman Yakhyaev
Regina Tarin,2004-10-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,NA,,16,NA,16,NA,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,11,2640,2640,2437,2026-02-28,W - Ernesta Kareckaite,2026-02-28,W - Ernesta Kareckaite,NA,NA
Diyar Nurgozhay,1997-04-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,light heavyweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,1,1,0,9.3,2638,2638,2581,2025-03-15,L - Brendson Ribeiro,2026-03-07,W - Rafael Tobias,NA,NA
Ryan Loder,1991-06-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,1,0,7.7,2637,2839,2782,2024-08-24,W - Robert Valentin,2025-11-22,L - Ismail Naurdiev,NA,NA
Robert Valentin,1995-03-31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Switzerland,male,middleweight,16,NA,16,NA,16,16,4,1,0 KO 1 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,1,1,0,6.2,2636,2654,2642,2024-08-24,L - Ryan Loder,2026-04-18,W - Julien Leblanc,NA,NA
Bruno Lopes,1993-04-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,-2,1,0,8.7,2633,2734,2825,2025-01-11,W - Magomed Gadzhiyasulov,2026-03-28,L - Navajo Stirling,NA,NA
Melissa Croden,1991-04-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,female,women's bantamweight,16,NA,16,NA,16,16,3,2,1 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,10.7,2633,2633,2591,2025-10-18,W - Tainara Lisboa,2026-04-18,W - Daria Zhelezniakova,NA,NA
Magomed Zaynukov,1995-01-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,lightweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2632,NA,NA,NA,NA,NA,NA,NA,NA
Andre Petroski,1991-06-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,12,8,1 KO 2 Sub 5 Dec,4,3 KO 0 Sub 1 Dec,-2,5,0,8.4,2631,2918,2642,2021-08-28,W - Micheal Gillmore,2025-09-28,L - Cam Rowston,2026-05-16,Cody Brundage
Harry Hardwick,1994-09-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,"featherweight, lightweight",16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,1,6.5,2629,2737,2766,2025-09-06,L - Kaue Fernandes,2026-03-14,L - Marwan Rahiki,NA,NA
Ozzy Diaz,1990-11-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,-1,1,0,7.3,2628,2688,2721,2024-11-23,L - Zhang Mingyang,2026-05-09,L - Ateba Gautier,NA,NA
Klaudia Sygula,1998-12-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,female,women's bantamweight,16,NA,16,NA,16,16,3,2,0 KO 0 Sub 2 Dec,1,1 KO 0 Sub 0 Dec,2,2,0,11.3,2628,2628,2470,2024-11-09,L - Melissa Mullins,2026-02-07,W - Priscila Cachoeira,NA,NA
Thomas Gantt,1993-01-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2627,NA,2529,NA,NA,NA,NA,2026-05-16,Artur Minev
Jafel Filho,1993-05-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"bantamweight, flyweight",16,NA,16,NA,16,16,6,3,0 KO 3 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-1,2,1,9.3,2626,2799,2704,2023-03-18,L - Muhammad Mokaev,2026-04-25,L - Cody Durden,NA,NA
Dione Barbosa,1992-05-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,16,NA,16,NA,16,16,5,3,0 KO 1 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,1,1,1,9.8,2623,2623,2592,2024-05-04,W - Ernesta Kareckaite,2026-04-04,W - Melissa Gatto,2026-07-18,Veronica Hardy
Azamat Bekoev,1995-12-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,NA,16,NA,16,16,4,2,2 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,2,1,9.5,2622,2962,2651,2025-01-18,W - Zachary Reese,2026-04-04,L - Tresean Gore,NA,NA
Sam Hughes,1992-06-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,NA,16,NA,16,16,12,6,1 KO 1 Sub 4 Dec,6,1 KO 0 Sub 5 Dec,-1,3,0,10.5,2622,2721,2617,2020-12-12,L - Tecia Pennington,2026-03-14,L - Piera Rodriguez,NA,NA
ChangHo Lee,1994-05-09,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,bantamweight,16,NA,16,NA,16,16,3,2,1 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,2,1,7.3,2621,2765,2609,2024-06-22,W - Xiao Long,2025-11-01,L - Timmy Cuamba,NA,NA
Mitch Raposo,1998-10-16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,1,1,0,11.7,2620,2620,2675,2024-06-01,L - Andre Lima,2025-10-25,W - Azat Maksum,2026-06-20,Allan Nascimento
Alberto Montes,1994-05-31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Venezuela,male,featherweight,16,NA,16,NA,16,16,1,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,8,2619,2619,2419,2026-03-07,W - Ricky Turcios,2026-03-07,W - Ricky Turcios,NA,NA
Stephanie Luciano,1999-12-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,3,2,0 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,10.3,2618,2618,2521,2024-08-10,W - Talita Alencar,2025-10-18,W - Ravena Oliveira,NA,NA
Amanda Ribas,1993-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,10,NA,16,NA,7,16,13,7,1 KO 2 Sub 4 Dec,6,3 KO 1 Sub 2 Dec,-3,4,2,5.3,2618,2898,2735,2019-06-29,W - Emily Whitmire,2025-07-26,L - Tabatha Ricci,2026-07-18,Fatima Kline
Xiao Long,1998-04-13,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,China,male,bantamweight,16,NA,16,NA,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-2,1,0,10,2616,2789,2714,2024-06-22,L - ChangHo Lee,2026-03-07,L - Cody Garbrandt,NA,NA
Rodolfo Vieira,1989-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,16,16,11,6,0 KO 5 Sub 1 Dec,5,1 KO 1 Sub 3 Dec,-2,2,3,5.8,2612,2933,2739,2019-08-10,W - Oskar Piechota,2026-04-25,L - Eric McConico,NA,NA
Jamey-Lyn Horth,1990-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,female,women's flyweight,16,NA,16,NA,16,16,7,4,1 KO 0 Sub 3 Dec,3,0 KO 0 Sub 3 Dec,-1,2,0,11.7,2610,2750,2568,2023-04-29,W - Hailey Cowan,2026-04-18,L - JJ Aldrich,NA,NA
Louie Sutherland,1994-02-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, Scotland",male,heavyweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,1,1,0,8.7,2610,2610,2707,2025-10-25,L - Valter Walker,2026-05-02,W - Tai Tuivasa,NA,NA
Bolaji Oki,1995-11-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Belgium, Nigeria, Zimbabwe",male,lightweight,16,NA,16,NA,16,16,5,2,0 KO 0 Sub 2 Dec,3,2 KO 1 Sub 0 Dec,-2,1,0,8.8,2608,2690,2754,2024-02-10,W - Timmy Cuamba,2026-03-14,L - Manoel Sousa,NA,NA
Garrett Armfield,1996-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,5,2,1 KO 0 Sub 1 Dec,3,0 KO 2 Sub 1 Dec,-2,2,0,7.6,2607,2739,2721,2022-07-09,L - David Onama,2024-11-02,L - Serhiy Sidey,NA,NA
Michael Aswell Jr.,2000-09-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-1,1,0,5.3,2607,2658,2651,2025-05-31,L - Bolaji Oki,2026-03-21,L - Luke Riley,2026-06-20,Gaston Bolanos
Veronica Hardy,1995-10-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England, Portugal, Venezuela",female,women's flyweight,16,NA,16,NA,16,16,10,5,0 KO 1 Sub 4 Dec,5,1 KO 1 Sub 3 Dec,1,3,2,11.1,2602,2664,2523,2016-09-03,L - Ashlee Evans-Smith,2025-10-04,W - Brogan Walker,2026-07-18,Dione Barbosa
Cody Gibson,1987-09-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,10,3,1 KO 1 Sub 1 Dec,7,1 KO 2 Sub 4 Dec,-2,2,1,8.6,2600,2850,2690,2014-02-22,L - Aljamain Sterling,2025-10-18,L - Aoriqileng,NA,NA
Tanner Boser,1991-08-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,"heavyweight, light heavyweight",16,NA,16,NA,15,16,11,5,3 KO 0 Sub 2 Dec,6,2 KO 0 Sub 4 Dec,-1,2,1,6.6,2600,2826,2682,2019-10-18,W - Daniel Spitz,2026-04-18,L - Gokhan Saricam,NA,NA
Yazmin Jauregui,1999-02-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,female,women's strawweight,16,NA,16,NA,16,16,5,3,1 KO 0 Sub 2 Dec,2,1 KO 1 Sub 0 Dec,-1,2,0,7.4,2598,2787,2564,2022-08-13,W - Iasmin Lucindo,2024-09-14,L - Ketlen Souza,NA,NA
Wes Schultz,1996-08-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,2,1,0 KO 1 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,1,1,0,12,2598,2598,2603,2026-02-28,L - Damian Pinas,2026-05-02,W - Ben Johnston,NA,NA
Torrez Finney,1998-10-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,1,0,7,2596,2683,2691,2025-04-05,W - Robert Valentin,2026-02-01,L - Jacob Malkoun,NA,NA
Tuco Tokkos,1990-06-30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Cyprus, United Kingdom, Greece, England",male,light heavyweight,16,NA,16,NA,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,1,1,0,6.3,2596,2596,2621,2024-05-18,L - Oumar Sy,2025-07-12,W - Junior Tafa,2026-05-16,Ivan Erslan
Mantas Kondratavicius,1999-07-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Lithuania,male,middleweight,16,NA,16,NA,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,10,2596,2596,2382,2026-03-21,W - Antonio Trocoli,2026-03-21,W - Antonio Trocoli,NA,NA
Macy Chiasson,1991-07-27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,"women's bantamweight, women's featherweight",9,NA,16,NA,4,16,14,8,3 KO 2 Sub 3 Dec,6,1 KO 1 Sub 4 Dec,-3,3,3,7.4,2595,2838,2644,2018-11-30,W - Pannie Kianzad,2026-02-28,L - Ailin Perez,NA,NA
Christopher Alvidrez,1996-12-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2595,NA,NA,NA,NA,NA,NA,NA,NA
Miesha Tate,1986-08-18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,female,"women's bantamweight, women's flyweight",16,NA,16,NA,-1,15,14,7,1 KO 2 Sub 4 Dec,7,1 KO 2 Sub 4 Dec,-1,5,5,3.6,2594,2966,2687,2013-04-13,L - Cat Zingano,2025-05-03,L - Yana Santos,NA,NA
Tereza Bleda,2001-11-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Czech Republic,female,women's flyweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,-1,1,0,11,2593,2720,2631,2022-11-19,L - Natalia Silva,2025-12-13,L - Jamey-Lyn Horth,NA,NA
Bogdan Grad,1995-09-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Austria, Romania",male,featherweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,1,1,7.7,2592,2742,2709,2025-02-01,W - Lucas Alexander,2025-11-22,L - Luke Riley,NA,NA
Denzel Freeman,1991-11-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,-1,1,0,12,2592,2701,2587,2025-11-22,W - Marek Bujlo,2026-01-24,L - Josh Hokit,NA,NA
Angela Hill,1985-01-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,14,NA,16,NA,9,16,29,13,2 KO 1 Sub 10 Dec,16,0 KO 2 Sub 14 Dec,-2,3,5,6.6,2591,2858,2628,2014-12-12,W - Emily Kagan,2025-11-15,L - Fatima Kline,2026-05-30,Jingnan Xiong
Shayilan Nuerdanbieke,1994-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,featherweight,16,NA,16,NA,16,16,6,3,1 KO 0 Sub 2 Dec,3,1 KO 1 Sub 1 Dec,-2,3,0,8.7,2589,2817,2649,2021-05-22,L - Josh Culibao,2024-06-15,L - Melquizael Costa,NA,NA
Marcus Buchecha,1990-01-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,16,16,3,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-1,0,0,7.7,2588,2644,2775,2025-07-26,L - Martin Buday,2026-04-25,L - Ryan Spann,NA,NA
Gabriella Fernandes,1993-08-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,15,NA,16,NA,14,16,6,3,0 KO 1 Sub 2 Dec,3,1 KO 0 Sub 2 Dec,-1,3,2,8.2,2588,2683,2569,2023-02-25,L - Jasmine Jasudavicius,2026-03-28,L - Casey O'Neill,NA,NA
Ode Osbourne,1992-01-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Jamaica,male,"flyweight, bantamweight",16,NA,16,NA,16,16,13,5,3 KO 0 Sub 2 Dec,7,2 KO 3 Sub 2 Dec,0,2,2,8.1,2587,2705,2685,2020-01-18,L - Brian Kelleher,2026-02-21,NC - Alibi Idiris,2026-07-11,Cody Durden
Tim Means,1984-02-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,30,15,6 KO 2 Sub 7 Dec,14,2 KO 6 Sub 6 Dec,-2,4,3,6.5,2587,3040,2767,2012-02-15,W - Bernardo Magalhaes,2024-10-05,L - Court McGee,NA,NA
Eric Nolan,1997-09-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"welterweight, middleweight",16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,6,2587,2587,2642,2025-08-16,L - Baisangur Susurkaev,2025-08-16,L - Baisangur Susurkaev,2026-06-27,Farman Hasanov
Steven Asplund,1998-07-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,1,1,8.5,2582,2620,2599,2025-12-13,W - Sean Sharaf,2026-03-14,L - Vitor Petrino,NA,NA
Djorden Santos,1997-08-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,-1,1,0,10.7,2581,2615,2708,2025-03-08,L - Ozzy Diaz,2026-05-09,L - Baisangur Susurkaev,NA,NA
Steven Nguyen,1993-05-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,2,10.5,2575,2575,2390,2024-03-23,L - Jarno Errens,2025-07-26,W - Mohammad Yahya,NA,NA
Ronaldo Rodriguez,1999-05-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,flyweight,16,NA,16,NA,16,16,3,2,0 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,2,0,7,2573,2723,2507,2024-02-24,W - Denys Bondar,2025-03-29,L - Kevin Borjas,NA,NA
Louis Jourdain,1997-03-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,bantamweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2573,NA,NA,NA,NA,NA,NA,NA,NA
Darrius Flowers,1994-08-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"welterweight, lightweight",16,NA,16,NA,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,1,1,0,8.8,2572,2607,2663,2023-07-29,L - Jake Matthews,2026-04-04,W - Lando Vannata,NA,NA
Mark Vologdin,2000-04-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,bantamweight,16,NA,16,NA,16,16,1,0,NA,0,NA,0,0,0,11,2571,2571,2806,2026-04-18,D - John Castaneda,2026-04-18,D - John Castaneda,NA,NA
Ottman Azaitar,1990-02-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Germany, Morocco",male,lightweight,16,NA,16,NA,16,16,5,2,2 KO 0 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,-3,2,2,6.2,2570,2949,2699,2019-09-07,W - Teemu Packalen,2024-12-14,L - Michael Johnson,NA,NA
Chad Anheliger,1986-12-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,bantamweight,16,NA,16,NA,16,16,5,2,1 KO 0 Sub 1 Dec,3,0 KO 1 Sub 2 Dec,-1,1,0,10.8,2569,2738,2620,2022-02-19,W - Jesse Strader,2024-11-02,L - Cody Gibson,NA,NA
Jackson McVey,1999-03-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,1,1,1,11,2566,2566,2681,2025-07-19,L - Brunno Ferreira,2026-04-25,W - Sedriques Dumas,NA,NA
Gerald Meerschaert,1987-12-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,26,12,1 KO 11 Sub 0 Dec,14,5 KO 3 Sub 6 Dec,-5,3,5,7.1,2566,2986,2791,2016-12-09,W - Joe Gigliotti,2026-05-02,L - Jacob Malkoun,NA,NA
Daniel Barez,1988-12-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Spain,male,flyweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,-1,1,0,12.7,2565,2631,2602,2023-07-22,L - Jafel Filho,2025-03-15,L - Andre Lima,2026-05-16,Luis Gurule
Melissa Gatto,1996-05-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,"women's flyweight, women's bantamweight",16,NA,16,NA,16,16,6,3,3 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-1,2,1,9.3,2562,2696,2583,2021-08-07,W - Victoria Leonardo,2026-04-04,L - Dione Barbosa,NA,NA
Alvin Hines,1991-10-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,11,2562,2562,2631,2025-06-28,L - Jhonata Diniz,2025-06-28,L - Jhonata Diniz,2026-07-18,Allen Frye Jr.
Guilherme Pat,1994-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,1,0,9,2561,2631,2613,2025-12-13,W - Allen Frye Jr.,2026-04-04,L - Thomas Petersen,NA,NA
Luis Dias de Assis,1995-01-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2561,NA,2506,NA,NA,NA,NA,2026-05-30,Yi Sak Lee
Kurtis Campbell,2002-07-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,featherweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,6,2557,2557,2640,2026-03-21,L - Danny Silva,2026-03-21,L - Danny Silva,NA,NA
Kyle Prepolec,1989-08-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,lightweight,16,NA,16,NA,16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 1 Sub 2 Dec,-4,-1,1,8.2,2556,2647,2756,2019-05-04,L - Nordine Taleb,2025-10-18,L - Drew Dober,NA,NA
Jamie Siraj,1994-06-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,bantamweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,12,2556,2556,2537,2026-04-18,L - John Yannis,2026-04-18,L - John Yannis,NA,NA
Farman Hasanov,1995-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Azerbaijan,male,welterweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2555,NA,2587,NA,NA,NA,NA,2026-06-27,Eric Nolan
Andrey Pulyaev,1997-09-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-1,1,0,8.7,2554,2608,2759,2025-03-22,L - Christian Leroy Duncan,2026-01-24,L - Ateba Gautier,2026-06-27,Nursulton Ruziboev
Shi Ming,1994-11-14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,female,women's strawweight,16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,1,1,11,2553,2707,2596,2024-11-23,W - Feng Xiaocan,2025-08-23,L - Bruna Brasil,NA,NA
